donde_estas_trabajando,dedicacion,tipo_de_contrato,ultimo_salario_mensual_o_retiro_bruto_en_tu_moneda_local,ultimo_salario_mensual_o_retiro_neto_en_tu_moneda_local,pagos_en_dolares,si_tu_sueldo_esta_dolarizado_cual_fue_el_ultimo_valor_del_dolar_que_tomaron,anos_de_experiencia,antigüedad_en_la_empresa_actual,tiempo_en_el_puesto_actual,cuantas_personas_a_cargo_tenes,tengo_edad,seniority
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),240000,210000,,,2,1,0,1,24,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),361000,299000,,,4,1,1,0,22,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),1444800,1376000,Cobro todo el salario en dólares,344,5,1,1,0,28,Semi-Senior
Santa Fe,Part-Time,Staff (planta permanente),210000,175000,,,4,0,0,0,29,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),190000,161000,,,2,0,1,2,27,Junior
Santa Fe,Full-Time,Staff (planta permanente),640000,420000,,,8,8,1,1,30,Senior
Jujuy,Full-Time,Tercerizado (trabajo a través de consultora o agencia),280000,280000,,,3,0,3,0,48,Semi-Senior
Santa Fe,Full-Time,Staff (planta permanente),170000,160000,,,10,2,2,0,30,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),280000,232000,,,1,1,1,0,22,Junior
Córdoba,Full-Time,Remoto (empresa de otro país),1000000,1000000,Cobro todo el salario en dólares,345,5,0,5,0,30,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),180000,165000,,,0,0,0,0,33,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1000000,600000,,,7,1,4,3,35,Senior
Córdoba,Full-Time,Staff (planta permanente),440000,300000,,,15,15,5,5,40,Senior
Buenos Aires,Full-Time,Staff (planta permanente),800000,330000,Mi sueldo está dolarizado (pero cobro en moneda local),,0,8,0,0,31,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),450000,362000,,,2,0,0,0,20,Junior
Santa Fe,Full-Time,Staff (planta permanente),385000,340000,,,30,25,12,8,57,Senior
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1200000,1000000,Cobro todo el salario en dólares,338,4,0,0,0,36,Semi-Senior
Santa Fe,Full-Time,Staff (planta permanente),168000,139000,,,1,0,0,0,28,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),606300,419000,,,5,7,0,4,34,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),389000,324000,,,4,3,1,8,34,Semi-Senior
Córdoba,Full-Time,Staff (planta permanente),455000,326000,,,10,16,6,2,47,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),230000,200000,Cobro parte del salario en dólares,176,2,1,1,0,23,Junior
Córdoba,Full-Time,Staff (planta permanente),347069,288068,Mi sueldo está dolarizado (pero cobro en moneda local),173.87,7,7,0,0,30,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),255575,212128,,,2,7,2,0,28,Junior
Buenos Aires,Full-Time,Staff (planta permanente),550000,,,,20,9,9,6,46,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),617000,450000,,,4,0,0,0,39,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),380000,300000,,,7,3,1,2,31,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),360000,292000,,,8,1,1,0,32,Senior
Buenos Aires,Full-Time,Staff (planta permanente),150000,1250000,Cobro parte del salario en dólares,,18,9,2,0,39,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),250000,231000,,,15,10,6,0,39,Senior
Río Negro,Full-Time,Staff (planta permanente),406000,367000,,,15,2,2,0,33,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),315000,361450,,,3,3,3,0,30,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),410400,410400,Cobro todo el salario en dólares,,1,1,0,0,34,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),369000,302580,,,13,9,0,0,35,Senior
Buenos Aires,Full-Time,Staff (planta permanente),577000,475500,Cobro todo el salario en dólares,176,75,10,2,2,0,32,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),776670,553123,,,21,21,8,0,40,Senior
San Juan,Full-Time,Tercerizado (trabajo a través de consultora o agencia),151000,132000,,,0,0,0,0,40,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),350000,279000,,,1,15,2,0,47,Junior
Río Negro,Full-Time,Remoto (empresa de otro país),334560,329000,Cobro todo el salario en dólares,Facturo a Oficial (169.9)/ Pesifico al Blue (340),4,2,2,0,31,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),525000,418000,,,15,8,8,0,47,Senior
Córdoba,Full-Time,Staff (planta permanente),230000,230000,,,5,3.5,2,0,29,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),602000,602000,Cobro todo el salario en dólares,,14,1,1,1,35,Senior
Mendoza,Full-Time,Staff (planta permanente),530000,400000,,,5,0,0,0,27,Semi-Senior
Córdoba,Full-Time,Staff (planta permanente),145000,120000,Cobro parte del salario en dólares,,5,0,3,0,29,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),709000,420000,,,15,11,2,0,43,Senior
San Luis,Full-Time,Staff (planta permanente),212473,185859,,,1,0,0,0,26,Junior
Córdoba,Part-Time,Staff (planta permanente),372000,300000,,,0,0,0,0,39,Junior
Córdoba,Full-Time,Staff (planta permanente),285000,237500,,,3,0,0,0,32,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1100000,790000,Cobro todo el salario en dólares,320,3,1,1,0,36,Semi-Senior
San Luis,Full-Time,Tercerizado (trabajo a través de consultora o agencia),250000,210000,,,5,0,0,0,34,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),135000,127000,,,1,1,1,0,35,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),230000,255000,Mi sueldo está dolarizado (pero cobro en moneda local),,2,1.6,1.6,0,23,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),700000,680000,Cobro parte del salario en dólares,179,1,2.5,1,12,37,Junior
Buenos Aires,Full-Time,Staff (planta permanente),300000,260000,Cobro parte del salario en dólares,,2,1,2,0,25,Junior
Córdoba,Full-Time,Staff (planta permanente),211000,175000,,,0,0,0,0,35,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),1720000,1700000,,,10,0,0,0,40,Senior
Buenos Aires,Full-Time,Staff (planta permanente),149000,123000,,,0,0,0,0,23,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),335000,283000,,,3,3,3,0,29,Semi-Senior
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),120000,98000,,,4,4,4,0,22,Semi-Senior
Entre Ríos,Full-Time,Staff (planta permanente),444000,302000,,,3,3,0,0,28,Semi-Senior
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),200000,170000,,,2,2,2,0,26,Junior
San Juan,Full-Time,Staff (planta permanente),429000,317000,Mi sueldo está dolarizado (pero cobro en moneda local),300,0,0,0,0,31,Junior
Córdoba,Full-Time,Participación societaria en una cooperativa,600000,600000,Mi sueldo está dolarizado (pero cobro en moneda local),314,12,9,3,20,35,Senior
Buenos Aires,Full-Time,Staff (planta permanente),462000,303000,,,1,6,1,1,47,Junior
Buenos Aires,Full-Time,Staff (planta permanente),501000,350000,,,7,0,0,4,28,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),280000,230000,,,16,1,1,0,37,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),400000,250000,,,28,28,28,2,45,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1077000,480000,Cobro parte del salario en dólares,170,16,15,1,0,40,Senior
Buenos Aires,Full-Time,Staff (planta permanente),225000,185000,,,7,6,6,0,27,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),600000,350000,,,7,3,3,0,26,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),1600000,1500000,Cobro todo el salario en dólares,330,20,0,0,10,38,Senior
Santa Fe,Full-Time,Staff (planta permanente),374400,310752,,,4,0,0,0,27,Semi-Senior
Ciudad Autónoma de Buenos Aires,Part-Time,Freelance,188030,182000,,,1,1,1,0,25,Junior
Buenos Aires,Full-Time,Staff (planta permanente),201000,215000,Cobro parte del salario en dólares,180,1.5,1.5,1.5,2,23,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),156000,120000,Cobro parte del salario en dólares,176,1,0,0,0,29,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),180000,150000,,,0,0,0,0,40,Junior
Santa Fe,Full-Time,Freelance,340000,340000,,,4,2.5,4,0,30,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),550000,470000,,,8,1,1,0,35,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),307000,255000,,,10,2,2,4,40,Senior
Tucumán,Full-Time,Staff (planta permanente),170000,145000,,,20,7,7,4,48,Senior
Buenos Aires,Full-Time,Staff (planta permanente),221000,270000,Cobro parte del salario en dólares,180,1,1,1,0,29,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),820000,550000,Mi sueldo está dolarizado (pero cobro en moneda local),No cobro parte del sueldo en dolares, falta esa opcion,10,0,0,0,41,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1200000,600000,Cobro parte del salario en dólares,,3,0,0,0,30,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),419000,325000,,,17,0,0,0,34,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),855000,579000,,,18,3,1,2,45,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),565000,400000,,,14,1,1,0,41,Senior
Santa Fe,Full-Time,Staff (planta permanente),780000,700000,Cobro parte del salario en dólares,,15,10,1,2,38,Senior
Corrientes,Full-Time,Staff (planta permanente),220000,187000,,,2,0,1,0,28,Junior
Buenos Aires,Full-Time,Staff (planta permanente),297000,248000,Cobro parte del salario en dólares,173,2,0,2,0,25,Junior
Corrientes,Full-Time,Staff (planta permanente),217000,197000,,,1.4,1.4,1.4,2,26,Junior
Buenos Aires,Full-Time,Staff (planta permanente),870000,660000,,,24,15,4,0,44,Senior
Santa Fe,Full-Time,Staff (planta permanente),200000,180000,,,4,4,4,0,28,Semi-Senior
Córdoba,Full-Time,Staff (planta permanente),643000,423000,Cobro parte del salario en dólares,320,4,0,2,0,28,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),628000,454000,,,15,2,2,2,39,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),291856,357432,Cobro parte del salario en dólares,178,2,0,2,0,25,Junior
Buenos Aires,Full-Time,Remoto (empresa de otro país),500000,300000,Cobro parte del salario en dólares,175,3,0,3,0,39,Semi-Senior
Córdoba,Full-Time,Staff (planta permanente),450000,308000,,,5,2,2,0,34,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1000000,750000,,,20,10,5,130,41,Senior
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),77000,,,,0,0,0,0,22,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),185000,180000,,,2,2,2,0,23,Junior
Córdoba,Full-Time,Staff (planta permanente),150000,125000,Mi sueldo está dolarizado (pero cobro en moneda local),147,45,7,3,3,0,33,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),850000,500000,,,25,20,3,0,51,Senior
Córdoba,Full-Time,Staff (planta permanente),445656,271038,,,2,2,1,3,28,Junior
Santa Fe,Full-Time,Staff (planta permanente),208000,168000,,,12,2,2,0,36,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),296000,245000,,,1,1,1,0,29,Junior
Salta,Full-Time,Tercerizado (trabajo a través de consultora o agencia),600000,550000,,,12,2,2,0,41,Senior
Chubut,Full-Time,Staff (planta permanente),410000,300000,,,3,0,0,0,23,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),950000,500000,,,12,1,1,0,33,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1225000,,Cobro todo el salario en dólares,315,15,2,2,0,34,Senior
Buenos Aires,Full-Time,Staff (planta permanente),198000,198000,,,1,1,1,0,30,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),225000,186000,,,5,5,2,0,33,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),570000,470000,,,32,26,20,15,57,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),187000,151000,Cobro parte del salario en dólares,800,3,3,3,1,32,Semi-Senior
Mendoza,Full-Time,Staff (planta permanente),198000,17000,Mi sueldo está dolarizado (pero cobro en moneda local),165,5,2,2,0,28,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),347000,258000,,,3,2,0,11,25,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1400000,1000000,,,18,4,1,15,36,Senior
Córdoba,Full-Time,Staff (planta permanente),560000,325000,,,6,1,1,6,34,Senior
Buenos Aires,Full-Time,Remoto (empresa de otro país),1540000,,Cobro todo el salario en dólares,,11,0,3,0,29,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),398772,338299,,,20,8,5,5,40,Senior
Ciudad Autónoma de Buenos Aires,Part-Time,Freelance,690000,340000,Cobro parte del salario en dólares,340,7,2,2,0,27,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),650000,440000,,,28,6,4,90,56,Senior
Córdoba,Full-Time,Staff (planta permanente),214000,177000,,,7,1,1,0,38,Senior
Córdoba,Full-Time,Staff (planta permanente),306000,256000,,,0,0,0,0,32,Junior
Córdoba,Full-Time,Staff (planta permanente),429000,340000,Mi sueldo está dolarizado (pero cobro en moneda local),,2,2,2,0,33,Junior
La Rioja,Full-Time,Staff (planta permanente),116667,109834,,,0,0,0,0,33,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),509757,260916,Cobro parte del salario en dólares,,5,3,2,3,28,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),250000,240000,,,0,0,0,0,23,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),286000,286000,,,13,0,0,0,37,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),90000,85000,,,0,0,0,0,28,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),240000,200000,,,1,0,0,0,28,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1094000,1094000,Cobro todo el salario en dólares,,7,2,1,0,31,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),450000,303000,,,7,4,2,3,31,Senior
Jujuy,Full-Time,Staff (planta permanente),180000,150000,Mi sueldo está dolarizado (pero cobro en moneda local),172,1,1,1,0,32,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),297500,246800,,,1,0,0,0,25,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),1050000,1050000,Cobro todo el salario en dólares,300,15,1,1,0,39,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),130000,107900,,,1,0,0,0,23,Junior
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),95000,85000,,,0,0,0,0,24,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),380000,315000,,,3,0,0,0,28,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),175000,139000,,,10,10,10,0,39,Senior
Santa Fe,Full-Time,Staff (planta permanente),446880,358400,Cobro parte del salario en dólares,170,8,1,1,0,36,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),950000,,Cobro todo el salario en dólares,,3,0,0,0,27,Semi-Senior
Córdoba,Full-Time,Staff (planta permanente),240000,200000,,,2.5,3,2,0,43,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),276640,230000,,,0,0,0,0,28,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),240000,200000,,,1,1,1,0,30,Junior
Chaco,Full-Time,Staff (planta permanente),172000,135000,,,0,0,0,6,29,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),222868,145785,Cobro parte del salario en dólares,,2,1,1,0,39,Junior
Buenos Aires,Full-Time,Staff (planta permanente),417817,334803,Cobro parte del salario en dólares,,10,2,0,0,29,Senior
Córdoba,Full-Time,Staff (planta permanente),380000,306465,,,1,1,1,5,31,Junior
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),70000,70000,,,0,0,0,0,19,Junior
Buenos Aires,Full-Time,Participación societaria en una cooperativa,395000,395000,,,7,0,0,0,40,Senior
Jujuy,Full-Time,Staff (planta permanente),400000,330000,,,5,4,4,0,29,Semi-Senior
San Luis,Full-Time,Staff (planta permanente),300000,240000,,,14,14,1,1,33,Senior
Córdoba,Full-Time,Staff (planta permanente),950000,750000,,,25,7,2,38,50,Senior
San Juan,Full-Time,Staff (planta permanente),177000,150000,,,0,0,0,0,27,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),422400,326312.12,,,3,1,1,0,27,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1050000,705000,,,20,5,2,0,40,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),312000,258000,,,2,0.5,0.5,0,23,Junior
San Luis,Full-Time,Staff (planta permanente),235000,195.05,,,15,8,6,0,45,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),467000,400000,Cobro parte del salario en dólares,330,13,3,3,5,39,Senior
Buenos Aires,Part-Time,Tercerizado (trabajo a través de consultora o agencia),123530,110000,,,2,1,2,0,21,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),610000,435670,,,10,1,1,0,41,Senior
Mendoza,Full-Time,Remoto (empresa de otro país),800000,780000,Cobro todo el salario en dólares,,5,0,0,2,31,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),1228500,1200000,Cobro parte del salario en dólares,,4,2,2,0,42,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),530000,385000,,,10,0,0,0,36,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),260000,260000,Cobro todo el salario en dólares,325,0,0,0,0,29,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),400000,300000,,,2,0,0,0,24,Junior
Santa Fe,Full-Time,Staff (planta permanente),604000,537000,Cobro parte del salario en dólares,168,13,2.5,4,0,37,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),283800,235500,,,2.5,0,2.5,0,32,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),560000,380000,,,3,0,0,0,32,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),154000,185000,,,16,8,2,0,36,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),200000,170000,,,1,0,0,0,34,Junior
Buenos Aires,Full-Time,Staff (planta permanente),420000,208000,,,20,6,6,0,42,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),144000,120000,,,1,1,1,0,21,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),750000,640000,Cobro parte del salario en dólares,180,6,6,3,3,31,Senior
Chaco,Full-Time,Staff (planta permanente),161795,146520,Mi sueldo está dolarizado (pero cobro en moneda local),163.1,0,0,0,0,30,Junior
